Producto interno bruto por entidad federativa y tipo de actividad,,,,,,,,,,,,,,,,
Unidad de medida:Millones de pesos a precios de 2013.,,,,,,,,,,,,,,,,
Periodicidad: Anual,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Actividad económica,Entidad,Concepto,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015p/,2016
Actividades secundarias,Quintana Roo ,Quintana Roo -Actividades secundarias," 18,094 "," 20,410 "," 25,216 "," 27,848 "," 27,856 "," 29,338 "," 26,522 "," 23,191 "," 24,081 "," 23,594 "," 25,477 "," 28,084 "," 26,670 "," 33,642 "
Actividades secundarias,San Luis Potosí ,San Luis Potosí -Actividades secundarias," 76,822 "," 83,296 "," 88,271 "," 92,616 "," 92,883 "," 96,216 "," 91,221 "," 95,901 "," 103,786 "," 112,442 "," 117,202 "," 119,581 "," 125,639 "," 130,074 "
Actividades secundarias,Sinaloa ,Sinaloa -Actividades secundarias," 54,453 "," 61,843 "," 58,720 "," 59,590 "," 66,000 "," 73,288 "," 70,805 "," 72,667 "," 72,556 "," 69,291 "," 68,644 "," 69,639 "," 73,705 "," 77,372 "
Actividades secundarias,Sonora ,Sonora -Actividades secundarias," 153,964 "," 167,917 "," 179,741 "," 199,853 "," 198,602 "," 193,866 "," 173,919 "," 179,472 "," 208,191 "," 218,907 "," 228,564 "," 230,412 "," 242,864 "," 264,434 "
Actividades secundarias,Tabasco ,Tabasco -Actividades secundarias," 246,556 "," 257,398 "," 282,578 "," 300,337 "," 306,778 "," 323,711 "," 350,471 "," 373,455 "," 390,965 "," 396,940 "," 381,270 "," 388,249 "," 378,484 "," 346,026 "
Actividades secundarias,Tamaulipas ,Tamaulipas -Actividades secundarias," 159,938 "," 170,067 "," 190,489 "," 196,104 "," 202,936 "," 219,839 "," 190,058 "," 185,239 "," 183,129 "," 183,669 "," 184,994 "," 185,020 "," 187,532 "," 178,559 "
Actividades secundarias,Tlaxcala ,Tlaxcala -Actividades secundarias," 36,490 "," 42,525 "," 31,010 "," 26,499 "," 27,399 "," 28,933 "," 29,194 "," 34,176 "," 30,452 "," 31,935 "," 28,332 "," 30,191 "," 34,321 "," 33,739 "
Actividades secundarias,Veracruz de Ignacio de la Llave ,Veracruz de Ignacio de la Llave -Actividades secundarias," 211,687 "," 230,022 "," 230,153 "," 247,922 "," 258,177 "," 254,258 "," 249,470 "," 257,279 "," 269,809 "," 284,937 "," 284,598 "," 276,655 "," 267,790 "," 276,966 "
Actividades secundarias,Yucatán ,Yucatán -Actividades secundarias," 41,181 "," 42,281 "," 45,806 "," 50,015 "," 52,509 "," 51,666 "," 52,441 "," 52,907 "," 54,252 "," 58,653 "," 54,506 "," 58,614 "," 59,566 "," 64,244 "
Actividades secundarias,Zacatecas ,Zacatecas -Actividades secundarias," 29,529 "," 34,110 "," 33,722 "," 34,367 "," 37,487 "," 46,416 "," 51,895 "," 61,466 "," 60,969 "," 60,051 "," 55,344 "," 62,678 "," 63,426 "," 58,295 "
Actividades terciarias,Total nacional ,Total nacional -Actividades terciarias," 7,509,115 "," 7,812,781 "," 8,023,613 "," 8,377,968 "," 8,634,174 "," 8,836,558 "," 8,472,404 "," 8,951,187 "," 9,352,965 "," 9,734,567 "," 9,946,402 "," 10,219,255 "," 10,656,325 "," 11,067,231 "
Actividades terciarias,Aguascalientes ,Aguascalientes -Actividades terciarias," 72,010 "," 74,816 "," 76,438 "," 79,308 "," 83,333 "," 86,382 "," 81,329 "," 85,022 "," 89,682 "," 93,741 "," 95,953 "," 101,680 "," 106,671 "," 119,347 "
Actividades terciarias,Baja California ,Baja California -Actividades terciarias," 216,752 "," 225,356 "," 234,498 "," 243,140 "," 249,762 "," 251,117 "," 235,825 "," 249,238 "," 262,670 "," 273,060 "," 280,938 "," 283,980 "," 298,116 "," 312,769 "
Actividades terciarias,Baja California Sur ,Baja California Sur -Actividades terciarias," 50,912 "," 54,965 "," 60,420 "," 65,321 "," 71,244 "," 70,767 "," 67,399 "," 73,218 "," 76,990 "," 81,161 "," 80,983 "," 80,997 "," 86,932 "," 91,790 "
Actividades terciarias,Campeche ,Campeche -Actividades terciarias," 57,164 "," 60,183 "," 62,626 "," 64,870 "," 65,863 "," 68,581 "," 65,586 "," 68,171 "," 71,981 "," 74,425 "," 76,073 "," 78,619 "," 79,465 "," 75,693 "
Actividades terciarias,Coahuila de Zaragoza ,Coahuila de Zaragoza -Actividades terciarias," 183,688 "," 191,643 "," 198,738 "," 207,867 "," 215,163 "," 218,851 "," 207,872 "," 223,594 "," 235,160 "," 244,957 "," 248,576 "," 251,422 "," 262,370 "," 271,114 "
Actividades terciarias,Colima ,Colima -Actividades terciarias," 43,926 "," 45,143 "," 46,833 "," 49,391 "," 51,765 "," 53,082 "," 51,673 "," 55,508 "," 58,211 "," 60,912 "," 61,663 "," 64,422 "," 66,161 "," 71,390 "
Actividades terciarias,Chiapas ,Chiapas -Actividades terciarias," 144,388 "," 149,061 "," 153,742 "," 155,557 "," 162,897 "," 163,650 "," 160,903 "," 165,665 "," 173,594 "," 178,575 "," 183,383 "," 192,569 "," 196,217 "," 201,089 "
Actividades terciarias,Chihuahua ,Chihuahua -Actividades terciarias," 199,123 "," 205,982 "," 213,382 "," 227,212 "," 235,073 "," 243,497 "," 223,918 "," 236,302 "," 246,718 "," 256,984 "," 260,299 "," 263,968 "," 276,516 "," 289,090 "
Actividades terciarias,Ciudad de México ,Ciudad de México -Actividades terciarias," 1,843,621 "," 1,927,990 "," 1,956,996 "," 2,044,096 "," 2,088,208 "," 2,142,211 "," 2,063,604 "," 2,162,208 "," 2,235,241 "," 2,325,890 "," 2,381,672 "," 2,433,390 "," 2,558,721 "," 2,683,185 "
Actividades terciarias,Durango ,Durango -Actividades terciarias," 85,321 "," 88,903 "," 91,556 "," 94,486 "," 96,530 "," 98,655 "," 95,482 "," 101,236 "," 104,788 "," 108,426 "," 110,830 "," 113,640 "," 117,505 "," 122,326 "
Actividades terciarias,Guanajuato ,Guanajuato -Actividades terciarias," 267,223 "," 274,370 "," 280,677 "," 293,331 "," 303,435 "," 313,523 "," 301,677 "," 325,180 "," 343,567 "," 357,115 "," 364,728 "," 372,022 "," 390,322 "," 407,785 "
Actividades terciarias,Guerrero ,Guerrero -Actividades terciarias," 143,730 "," 151,371 "," 152,986 "," 154,351 "," 156,257 "," 156,329 "," 153,016 "," 160,853 "," 164,150 "," 166,954 "," 165,911 "," 170,852 "," 178,284 "," 181,781 "
Actividades terciarias,Hidalgo ,Hidalgo -Actividades terciarias," 104,442 "," 107,270 "," 109,123 "," 114,378 "," 116,863 "," 122,019 "," 115,613 "," 125,316 "," 132,708 "," 137,558 "," 144,610 "," 150,296 "," 156,875 "," 164,027 "
Actividades terciarias,Jalisco ,Jalisco -Actividades terciarias," 493,411 "," 512,891 "," 524,995 "," 546,625 "," 562,505 "," 578,115 "," 555,360 "," 586,325 "," 610,949 "," 636,438 "," 650,448 "," 667,485 "," 691,682 "," 733,456 "
Actividades terciarias,México ,México -Actividades terciarias," 695,778 "," 716,455 "," 741,032 "," 782,660 "," 810,449 "," 829,063 "," 798,577 "," 849,989 "," 895,664 "," 943,192 "," 962,834 "," 1,007,918 "," 1,039,308 "," 1,075,459 "
Actividades terciarias,Michoacán de Ocampo ,Michoacán de Ocampo -Actividades terciarias," 198,744 "," 202,681 "," 208,351 "," 215,989 "," 218,395 "," 222,951 "," 220,248 "," 229,358 "," 238,205 "," 246,500 "," 251,510 "," 263,959 "," 275,534 "," 286,949 "
Actividades terciarias,Morelos ,Morelos -Actividades terciarias," 99,743 "," 102,461 "," 104,777 "," 107,956 "," 107,817 "," 107,476 "," 102,010 "," 106,199 "," 110,931 "," 115,626 "," 120,292 "," 120,349 "," 125,877 "," 128,561 "
Actividades terciarias,Nayarit ,Nayarit -Actividades terciarias," 56,954 "," 59,009 "," 61,138 "," 64,040 "," 63,409 "," 67,099 "," 65,425 "," 70,115 "," 72,159 "," 71,795 "," 74,703 "," 78,083 "," 83,581 "," 85,899 "
Actividades terciarias,Nuevo León ,Nuevo León -Actividades terciarias," 492,409 "," 519,489 "," 535,786 "," 571,086 "," 604,354 "," 622,290 "," 583,629 "," 624,634 "," 661,317 "," 696,085 "," 710,781 "," 735,234 "," 758,180 "," 787,753 "
Actividades terciarias,Oaxaca ,Oaxaca -Actividades terciarias," 136,311 "," 142,494 "," 148,075 "," 150,847 "," 152,663 "," 155,262 "," 150,206 "," 155,252 "," 159,314 "," 161,978 "," 162,932 "," 165,145 "," 173,391 "," 174,815 "
Actividades terciarias,Puebla ,Puebla -Actividades terciarias," 248,837 "," 257,021 "," 261,622 "," 271,946 "," 281,166 "," 283,980 "," 272,370 "," 290,320 "," 304,073 "," 315,729 "," 324,319 "," 330,661 "," 338,452 "," 347,514 "
Actividades terciarias,Querétaro ,Querétaro -Actividades terciarias," 122,836 "," 131,454 "," 140,761 "," 151,697 "," 161,216 "," 169,222 "," 164,576 "," 172,611 "," 185,431 "," 189,792 "," 192,482 "," 203,522 "," 219,409 "," 225,409 "
Actividades terciarias,Quintana Roo ,Quintana Roo -Actividades terciarias," 124,622 "," 134,883 "," 136,710 "," 144,545 "," 163,453 "," 172,342 "," 157,561 "," 170,028 "," 179,983 "," 190,227 "," 197,816 "," 202,927 "," 215,504 "," 227,221 "
Actividades terciarias,San Luis Potosí ,San Luis Potosí -Actividades terciarias," 138,344 "," 144,914 "," 149,618 "," 156,553 "," 161,649 "," 163,651 "," 155,226 "," 163,254 "," 171,011 "," 175,292 "," 179,190 "," 182,453 "," 193,637 "," 203,242 "
Actividades terciarias,Sinaloa ,Sinaloa -Actividades terciarias," 184,391 "," 188,221 "," 194,207 "," 198,093 "," 199,199 "," 203,260 "," 194,842 "," 206,328 "," 215,623 "," 224,846 "," 229,061 "," 234,146 "," 245,146 "," 257,996 "
Actividades terciarias,Sonora ,Sonora -Actividades terciarias," 187,003 "," 194,165 "," 200,180 "," 205,876 "," 209,745 "," 214,921 "," 208,424 "," 223,402 "," 235,492 "," 245,955 "," 251,809 "," 259,745 "," 263,664 "," 270,825 "
Actividades terciarias,Tabasco ,Tabasco -Actividades terciarias," 120,553 "," 125,115 "," 130,816 "," 136,695 "," 139,917 "," 144,229 "," 138,456 "," 144,409 "," 151,957 "," 159,371 "," 164,764 "," 167,086 "," 172,805 "," 169,829 "
Actividades terciarias,Tamaulipas ,Tamaulipas -Actividades terciarias," 216,979 "," 223,670 "," 231,148 "," 238,381 "," 244,438 "," 246,818 "," 233,427 "," 245,444 "," 258,050 "," 267,018 "," 273,873 "," 277,713 "," 289,571 "," 292,907 "
Actividades terciarias,Tlaxcala ,Tlaxcala -Actividades terciarias," 43,431 "," 44,495 "," 45,216 "," 48,164 "," 48,620 "," 50,730 "," 49,360 "," 51,075 "," 53,233 "," 54,426 "," 56,090 "," 57,259 "," 59,232 "," 60,644 "
Actividades terciarias,Veracruz de Ignacio de la Llave ,Veracruz de Ignacio de la Llave -Actividades terciarias," 362,806 "," 376,076 "," 383,950 "," 399,951 "," 410,356 "," 413,231 "," 401,594 "," 423,656 "," 439,012 "," 455,808 "," 456,008 "," 470,911 "," 489,654 "," 493,425 "
Actividades terciarias,Yucatán ,Yucatán -Actividades terciarias," 113,260 "," 118,423 "," 123,282 "," 127,041 "," 129,961 "," 133,675 "," 128,724 "," 134,709 "," 139,940 "," 147,128 "," 152,587 "," 156,051 "," 164,433 "," 168,455 "
Actividades terciarias,Zacatecas ,Zacatecas -Actividades terciarias," 60,405 "," 61,814 "," 63,934 "," 66,518 "," 68,471 "," 69,581 "," 68,492 "," 72,570 "," 75,164 "," 77,599 "," 79,282 "," 80,751 "," 83,110 "," 85,488 "
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cifras preliminares: p/ A partir de 2015,,,,,,,,,,,,,,,,
Fuente: INEGI. Sistema de Cuentas Nacionales de México.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Fecha de consulta: 10/07/2018 12:10:54,,,,,,,,,,,,,,,,
